content,score,label,reviewCreatedVersion,at,appVersion,content_lower_case
"terima kasih, Keluhan saya yang lalu sudah di tanggapin dengan Mudha nya saat ini TOPUP lgs hanya mengetik nomor HP tanpa kode, saat ini kendala lama yg lupa saya utarakan, Tiap ketik alamat lengkap untuk tujuan pesen gofood atau kirim.barang selalu alamat Tidka ditemukan , bahkan alamat rumah saya Tidka perna akurat dititiknya ...beda dgn Grap ...maaf saya bandingkan , map mereka lebih akurat , mohon bantuan penyelesaian 🙏🏻",5,1,,2025-11-06 0:43:28,,terima kasih keluhan saya yang lalu sudah di tanggapin dengan mudha nya saat ini topup lgs hanya mengetik nomor hp tanpa kode saat ini kendala lama yg lupa saya utarakan tiap ketik alamat lengkap untuk tujuan pesen gofood atau kirim barang selalu alamat tidka ditemukan bahkan alamat rumah saya tidka perna akurat dititiknya beda dgn grap maaf saya bandingkan map mereka lebih akurat mohon bantuan penyelesaian
"oke, gopay pinjam cuma dipakai sekali, setelah bayar , ga bisa pinjam lagi",3,0,5.37.1,2025-11-06 0:26:54,5.37.1,oke gopay pinjam cuma dipakai sekali setelah bayar ga bisa pinjam lagi
makin bagus,5,1,5.37.1,2025-11-06 0:15:08,5.37.1,makin bagus
"dari dulu hinga sekarang setia sama gojek.! terima kasih atas layanan terbaiknya gojek, succes slalu gojek jaya selalu. aammiin 😊🤲🤭",5,1,5.37.1,2025-11-06 0:13:42,5.37.1,dari dulu hinga sekarang setia sama gojek terima kasih atas layanan terbaiknya gojek succes slalu gojek jaya selalu aammiin
"cari driver buat makan aja susah bayar dah mahal sekali dpt driver yg double order beda resto lg makin susah buat makan bukan makin mudah malah makin susah, orang order makanan buat yg cepet bukan yg lama",1,0,5.38.1,2025-11-06 0:02:08,5.38.1,cari driver buat makan aja susah bayar dah mahal sekali dpt driver yg double order beda resto lg makin susah buat makan bukan makin mudah malah makin susah orang order makanan buat yg cepet bukan yg lama
mantap,5,1,5.37.1,2025-11-05 23:46:20,5.37.1,mantap
tepat waktu & banyak armadanya,5,1,5.36.2,2025-11-05 23:45:15,5.36.2,tepat waktu banyak armadanya
kenapa di driver klo jarak jauh jarang bngt yang mu ngbil,5,1,5.37.1,2025-11-05 23:33:23,5.37.1,kenapa di driver klo jarak jauh jarang bngt yang mau ngbil
sangat membntu di saat kami susah,5,1,5.37.1,2025-11-05 23:32:46,5.37.1,sangat membntu di saat kami susah
Mantap,5,1,4.65.2,2025-11-05 23:15:45,4.65.2,mantap
good,4,1,,2025-11-05 23:13:13,,good
sangat puas dan murah,5,1,5.37.1,2025-11-05 23:08:13,5.37.1,sangat puas dan murah
bermanfaat,5,1,,2025-11-05 22:58:25,,bermanfaat
senang berlangganan,5,1,5.38.1,2025-11-05 21:45:24,5.38.1,senang berlangganan
"terlalu banyak update,tapi tidak pernah ngasih voucher",1,0,5.36.2,2025-11-05 18:48:11,5.36.2,terlalu banyak update tapi tidak pernah ngasih voucher
mantap,5,1,,2025-11-05 18:19:44,,mantap
good,5,1,5.38.1,2025-11-05 17:51:34,5.38.1,good
Tolong di perbaiki lagi,5,1,,2025-11-05 17:31:35,,tolong di perbaiki lagi
sangat membantu,5,1,5.37.1,2025-11-05 17:18:59,5.37.1,sangat membantu
gojeknya g ada promo,1,0,5.38.1,2025-11-05 17:01:09,5.38.1,gojeknya g ada promo
aplikasi bagus👍,5,1,5.37.1,2025-11-05 16:44:34,5.37.1,aplikasi bagus
goddddd perfect,5,1,5.20.1,2025-11-05 15:41:44,5.20.1,goddddd perfect
keren bangettt bagusss,5,1,5.37.1,2025-11-05 15:34:50,5.37.1,keren bangettt bagusss
lama dapet driver nya.,1,0,5.37.1,2025-11-05 15:23:55,5.37.1,lama dapet driver nya
Bagus,5,1,5.36.2,2025-11-05 14:52:58,5.36.2,bagus
aplikasi buruk,1,0,,2025-11-05 14:14:11,,aplikasi buruk
"aplikasi yang asyik, mudah mendapatkan drivernya, cepat",5,1,5.38.1,2025-11-05 14:09:23,5.38.1,aplikasi yang asyik mudah mendapatkan drivernya cepat
bagus,5,1,5.37.1,2025-11-05 14:04:53,5.37.1,bagus
"respon cepat, ramah juga",4,1,5.37.1,2025-11-05 14:01:38,5.37.1,respon cepat ramah juga
"sangat baik, cepat & lugas pol 👍",5,1,5.38.1,2025-11-05 13:59:35,5.38.1,sangat baik cepat lugas pol
good,5,1,,2025-11-05 13:57:17,,good
okelah kalo begitu,5,1,5.37.1,2025-11-05 13:44:02,5.37.1,okelah kalo begitu
gacorr,5,1,5.37.1,2025-11-05 13:43:14,5.37.1,gacorr
Konsisten rasa semakin enak..Mksih y,5,1,5.26.1,2025-11-05 13:31:58,5.26.1,konsisten rasa semakin enak mksih y
"beli gofood susah bener dapat driver, sampai ganti 3 resto berbeda, tiap resto nunggu ±60-70 menit. mau aku batalin sulitnya minta ampun, semoga ada solusi dan perbaikan sistemnya",1,0,,2025-11-05 13:29:36,,beli gofood susah bener dapat driver sampai ganti 3 resto berbeda tiap resto nunggu 60 70 menit mau aku batalin sulitnya minta ampun semoga ada solusi dan perbaikan sistemnya
mantap,5,1,5.37.1,2025-11-05 13:15:15,5.37.1,mantap
mantap,5,1,,2025-11-05 13:14:11,,mantap
mudah digunakan,5,1,5.37.1,2025-11-05 13:13:35,5.37.1,mudah digunakan
"benerin lha apk nya, apalagi pas hujan susah bener cari ojol",1,0,,2025-11-05 13:08:07,,benerin lha apk nya apalagi pas hujan susah bener cari ojol
sangat memuaskan,5,1,5.34.2,2025-11-05 12:57:35,5.34.2,sangat memuaskan
ok banget pake gojek.nyaman .,5,1,5.38.1,2025-11-05 12:29:39,5.38.1,ok banget pake gojek nyaman
"voucher diskon gofoodnya kadang bisa kepake kadang ga, ngeselin.",1,0,,2025-11-05 12:29:05,,voucher diskon gofoodnya kadang bisa kepake kadang ga ngeselin
"berguna sih, tapi kenapa driver gak mau ambil saat hujan? gua laper mau beli makan di daerah sby, kebetulan lagi hujan memang cuman gak dapat dapat driver dari jam 5 sore sampai jam 8 malam, gua cancel sekali jam 6 malam, pesen lagi gak dapat. padahal pakai expres pakai prioritas, tapi kenapa lama banget ya? tolong dong kalau idah pakai express atau prioritas ya cepet dong cari drivernya ah ela",2,0,,2025-11-05 12:27:23,,berguna sih tapi kenapa driver gak mau ambil saat hujan gua laper mau beli makan di daerah sby kebetulan lagi hujan memang cuman gak dapat dapat driver dari jam 5 sore sampai jam 8 malam gua cancel sekali jam 6 malam pesen lagi gak dapat padahal pakai expres pakai prioritas tapi kenapa lama banget ya tolong dong kalau idah pakai express atau prioritas ya cepet dong cari drivernya ah ela
bagus,5,1,5.37.1,2025-11-05 12:18:57,5.37.1,bagus
menarik,5,1,5.37.1,2025-11-05 12:16:44,5.37.1,menarik
"Saya pakai udah 2 tahun bagus² aja dan sangat memudahkan untuk berpergian, tetapi, baru kali ini kejadian tiba² bisa kepesan 2 gojek sekaligus dan atas nama saya.. abang gojeknya marah² karena saya ngambil gojek yang satunya lagi, saya juga tidak tau kenapa bisa kepesan 2 gojek, pertamanya saya di cancel oleh abang gojeknya, lalu saya pesen lagi walaupun nunggu agak lama, tapi tiba² ada dua gojek yang telepon saya, tolong perbaiki ya agar tidak ada miskom atau kejadian apa² lagi kedepannya.",4,1,,2025-11-05 12:00:52,,saya pakai udah 2 tahun bagus aja dan sangat memudahkan untuk berpergian tetapi baru kali ini kejadian tiba bisa kepesan 2 gojek sekaligus dan atas nama saya abang gojeknya marah karena saya ngambil gojek yang satunya lagi saya juga tidak tau kenapa bisa kepesan 2 gojek pertamanya saya di cancel oleh abang gojeknya lalu saya pesen lagi walaupun nunggu agak lama tapi tiba ada dua gojek yang telepon saya tolong perbaiki ya agar tidak ada miskom atau kejadian apa lagi kedepannya
sangat buruk,1,0,5.38.1,2025-11-05 11:59:48,5.38.1,sangat buruk
"beberapa driver (gocar) terlalu meremehkan penumpang, saya sudah pesan dan menunggu lama ternyata driver nya bilang ""bentar mau habisin kopi dulu"" padahal saya sudah menunggu lebih dari 10 menit. mohon agar lebih di update lagi",1,0,5.26.1,2025-11-05 11:47:17,5.26.1,beberapa driver gocar terlalu meremehkan penumpang saya sudah pesan dan menunggu lama ternyata driver nya bilang bentar mau habisin kopi dulu padahal saya sudah menunggu lebih dari 10 menit mohon agar lebih di update lagi
baguss,5,1,5.37.1,2025-11-05 11:47:01,5.37.1,baguss
enk dan mudah,5,1,5.37.1,2025-11-05 11:44:52,5.37.1,enk dan mudah
kalo hujan nyari angkutan susah banget.. makin tahun harusnya makin di benahi..,2,0,5.37.1,2025-11-05 11:38:45,5.37.1,kalo hujan nyari angkutan susah banget makin tahun harusnya makin di benahi
"tolong rubah sistem nya. harus nya dapat driver dulu baru konfirmasi ke resto, kalau ke resto dulu tapi gak dapar driver . itu sangat merugikan , merugikan pelanggan dan pihak resto. pelanggan membutuhkan waktu yang lama tanpa ada kejelasan makan bisa di antar atau tidak. kedua resto sudah memasak tapi gak ada driver yang mengambil. bukan kah itu pelayanan dari sistem yang sangat buruk",1,0,5.37.1,2025-11-05 11:32:30,5.37.1,tolong rubah sistem nya harus nya dapat driver dulu baru konfirmasi ke resto kalau ke resto dulu tapi gak dapar driver itu sangat merugikan merugikan pelanggan dan pihak resto pelanggan membutuhkan waktu yang lama tanpa ada kejelasan makan bisa di antar atau tidak kedua resto sudah memasak tapi gak ada driver yang mengambil bukan kah itu pelayanan dari sistem yang sangat buruk
banyak promo,5,1,5.37.1,2025-11-05 11:31:33,5.37.1,banyak promo
"cari driver susah, padahal di perbatasan Surabaya Sidoarjo, milih prioritas gk ngaruh",3,0,5.37.1,2025-11-05 11:30:53,5.37.1,cari driver susah padahal di perbatasan surabaya sidoarjo milih prioritas gk ngaruh
good job,5,1,5.37.1,2025-11-05 11:30:40,5.37.1,good job
"sukaa banget, karena sering banyak promo²",5,1,5.33.1,2025-11-05 11:21:29,5.33.1,sukaa banget karena sering banyak promo
"gajelas banget kondisi hujan pake yang gocar prioritas sampe 1 jam gada yang ngambil sama sekali, tutup aja aplikasinya telat kerja jadinya",1,0,5.37.1,2025-11-05 11:18:48,5.37.1,gajelas banget kondisi hujan pake yang gocar prioritas sampe 1 jam gada yang ngambil sama sekali tutup aja aplikasinya telat kerja jadinya
"bodoh banget nih gojek nungguin dari tadi 1 jam masih pencarian udah sabar banget terus gua coba batalin terus order lagi ternyata diskonnya belum di pasang , mau ajukin malah ga bisa ngerampok apa gimana dah, besok besok gua ga bakalan go food lagi",1,0,5.38.1,2025-11-05 11:07:05,5.38.1,bodoh banget nih gojek nungguin dari tadi 1 jam masih pencarian udah sabar banget terus gua coba batalin terus order lagi ternyata diskonnya belum di pasang mau ajukin malah ga bisa ngerampok apa gimana dah besok besok gua ga bakalan go food lagi
ok,5,1,5.29.2,2025-11-05 11:06:07,5.29.2,ok
"pesanan lambat banget diantarnya, terlalu lama sampai kelaparan banget, respon kurang bisa diterima, tidak bisa batalin pesenan",1,0,5.37.1,2025-11-05 10:59:26,5.37.1,pesanan lambat banget diantarnya terlalu lama sampai kelaparan banget respon kurang bisa diterima tidak bisa batalin pesenan
komunikasi cepat dan lancar pokokx rekomendet banget pak gojekx,5,1,5.37.1,2025-11-05 10:55:06,5.37.1,komunikasi cepat dan lancar pokokx rekomendet banget pak gojekx
gratis !!!!!!!!!!!!!!!!!!!!!,5,1,,2025-11-05 10:53:10,,gratis
pengiriman dan pelayanannya cepat,5,1,5.36.2,2025-11-05 10:39:33,5.36.2,pengiriman dan pelayanannya cepat
Kalo ngasih ongkir dipikir kids masa ongkir sampe 30rb,1,0,,2025-11-05 10:38:45,,kalo ngasih ongkir dipikir kids masa ongkir sampe 30rb
bagus banget,5,1,,2025-11-05 10:38:03,,bagus banget
"Saya harap penyedia jasa Gojek, untuk selalu lebih membimbing dan mengarahkan Mitra Kerja perihal navigasi, atau cara membaca maping secara baik, benar dan tepat, sesuai titik dan alamat yang tertera, agar masing-masing pihak tidak merasa di rugikan, baik itu tenaga, pikiran maupun waktu. Saya salah satu pengguna jasa Goride, dan sudah beberapa kali mengalami miskomunikasi, sampai akhinya mengambil sikap untuk membatalkan boking, padahal titik jemput, maupun alamatnya sudah tertera dengan jelas",5,1,,2025-11-05 10:36:54,,saya harap penyedia jasa gojek untuk selalu lebih membimbing dan mengarahkan mitra kerja perihal navigasi atau cara membaca maping secara baik benar dan tepat sesuai titik dan alamat yang tertera agar masing masing pihak tidak merasa di rugikan baik itu tenaga pikiran maupun waktu saya salah satu pengguna jasa goride dan sudah beberapa kali mengalami miskomunikasi sampai akhinya mengambil sikap untuk membatalkan boking padahal titik jemput maupun alamatnya sudah tertera dengan jelas
pelayanan buruk. driver tidak bergeral dan saya sudah menunggu lebih dari 30 mnt untuk dijemput,1,0,,2025-11-05 10:29:25,,pelayanan buruk driver tidak bergeral dan saya sudah menunggu lebih dari 30 mnt untuk dijemput
"cancel makanan nunggu 1-2 jam padahal udah laper banget dan gada yang ambil orderan, lucu malah disuruh nunggu biar bisa cancel mana duit udah dipake disitu semua. minimal pikir customer juga lah",1,0,5.37.1,2025-11-05 10:07:47,5.37.1,cancel makanan nunggu 1 2 jam padahal udah laper banget dan gada yang ambil orderan lucu malah disuruh nunggu biar bisa cancel mana duit udah dipake disitu semua minimal pikir customer juga lah
Mudah ...Murah... Cepat ...Simpell & Aman,5,1,5.38.1,2025-11-05 9:55:43,5.38.1,mudah murah cepat simpell aman
sangat membantu ... terimakasih gojeg,5,1,5.38.1,2025-11-05 9:47:29,5.38.1,sangat membantu terimakasih gojeg
sukaa banget pake aplikasinya kurirnya ramah ramah lagi,5,1,5.37.1,2025-11-05 9:46:29,5.37.1,sukaa banget pake aplikasinya kurirnya ramah ramah lagi
mantap pokonya coy,5,1,5.38.1,2025-11-05 9:45:12,5.38.1,mantap pokonya coy
bagus selalu pake gojek di mana kalian berada😁,5,1,,2025-11-05 9:30:06,,bagus selalu pake gojek di mana kalian berada
untuk yg pengusaha semoga lancar terus gofoodnya,4,1,,2025-11-05 9:21:38,,untuk yg pengusaha semoga lancar terus gofoodnya
"waktu tepat,komunikasi dengan driver nya baik",5,1,5.37.1,2025-11-05 9:17:41,5.37.1,waktu tepat komunikasi dengan driver nya baik
good,5,1,5.38.1,2025-11-05 9:12:31,5.38.1,good
mantap,5,1,5.37.1,2025-11-05 9:05:23,5.37.1,mantap
terbaik pelayanan driver nya,5,1,5.37.1,2025-11-05 8:31:45,5.37.1,terbaik pelayanan driver nya
oke banget,5,1,5.37.1,2025-11-05 8:30:17,5.37.1,oke banget
good job,5,1,,2025-11-05 8:21:53,,good job
jos,5,1,5.37.1,2025-11-05 8:07:06,5.37.1,jos
"sya sangat berterimakasih dgn adanya aplikasi gojek bisa memudhkn perjlnan, Selma mengunkn jasa gojek sya pribadi sngt terbantu,, trmks 🙏",5,1,5.35.1,2025-11-05 8:03:34,5.35.1,sya sangat berterimakasih dgn adanya aplikasi gojek bisa memudhkn perjlnan selma mengunkn jasa gojek sya pribadi sngt terbantu trmks
baik,5,1,5.37.1,2025-11-05 7:58:29,5.37.1,baik
"saldo gopay tiba2 di blokir, tidak tau penyebeb nya apa, sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan akun gopay saya masih belum bisa digunakan, tolong segera di perbaiki, karna saldonya mau di pakai. udah hampir 3 bulan saldo gopaynya masih di blokir juga, tanpa memberi alasan kenapa di blokir, ada yg bisa membantu.",1,0,5.23.1,2025-11-05 7:44:19,5.23.1,saldo gopay tiba2 di blokir tidak tau penyebeb nya apa sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan akun gopay saya masih belum bisa digunakan tolong segera di perbaiki karna saldonya mau di pakai udah hampir 3 bulan saldo gopaynya masih di blokir juga tanpa memberi alasan kenapa di blokir ada yg bisa membantu
ok,5,1,,2025-11-05 7:30:25,,ok
on time,4,1,5.36.2,2025-11-05 7:29:24,5.36.2,on time
membantuku,5,1,5.37.1,2025-11-05 7:22:16,5.37.1,membantuku
"saya sudah hampir tiap hari pakai aplikasi ini, tapi kenapa makin kesini, saya semakin susah dan lama sekali dapatkan drever, itu pun sekali dapat nantik, dapatnya yg jauh.... dan berbelit belit..",2,0,5.37.1,2025-11-05 7:21:33,5.37.1,saya sudah hampir tiap hari pakai aplikasi ini tapi kenapa makin kesini saya semakin susah dan lama sekali dapatkan drever itu pun sekali dapat nantik dapatnya yg jauh dan berbelit belit
bagus,5,1,5.37.1,2025-11-05 7:18:46,5.37.1,bagus
oke banget deh promonya semoga lancar and sukses selalu segitu ajah trim's,5,1,5.37.1,2025-11-05 7:09:10,5.37.1,oke banget deh promonya semoga lancar and sukses selalu segitu ajah trims
driver ramah interaktif.. mantab pokoknya,5,1,5.37.1,2025-11-05 7:05:15,5.37.1,driver ramah interaktif mantab pokoknya
driver nya konyol,1,0,5.37.1,2025-11-05 7:00:18,5.37.1,driver nya konyol
sangat membantu dalam kegiatan sehari-hari,4,1,5.29.2,2025-11-05 6:55:14,5.29.2,sangat membantu dalam kegiatan sehari hari
Sangat membantu,5,1,5.18.2,2025-11-05 6:45:03,5.18.2,sangat membantu
Amazing.,5,1,5.28.2,2025-11-05 6:42:37,5.28.2,amazing
aplikasi gembel. masa download bukti/struk aja gak bisa. payah IT nya.,1,0,5.37.1,2025-11-05 6:39:26,5.37.1,aplikasi gembel masa download bukti struk aja gak bisa payah it nya
terimakasih banyak atas pelayanan terimakasih gojek sangat amat membantu,5,1,5.28.2,2025-11-05 6:30:28,5.28.2,terimakasih banyak atas pelayanan terimakasih gojek sangat amat membantu
baik,5,1,5.32.1,2025-11-05 6:25:08,5.32.1,baik
"tiba"" gopay leter d blokir",1,0,5.37.1,2025-11-05 6:20:23,5.37.1,tiba gopaylater d blokir
motor lgsg DTG cepet,5,1,5.37.1,2025-11-05 5:53:02,5.37.1,motor lgsg dtg cepet
"mantab ,sangat membantu",5,1,5.38.1,2025-11-05 5:45:25,5.38.1,mantab sangat membantu
baik dan ramah,5,1,5.37.1,2025-11-05 5:44:49,5.37.1,baik dan ramah
keren,5,1,5.37.1,2025-11-05 5:03:48,5.37.1,keren
Mantap.. 👍,5,1,,2025-11-05 4:59:01,,mantap
katanya pengisian pulsa atau paket data 24 jam . tapi kok sering banget susah ngisi karena ada keterangan sedikit masalah..dan itu sering banget,3,0,5.37.1,2025-11-05 4:57:15,5.37.1,katanya pengisian pulsa atau paket data 24 jam tapi kok sering banget susah ngisi karena ada keterangan sedikit masalah dan itu sering banget
sikap drivernya ramah penjemputan cepat dan tepat waktu,5,1,5.37.1,2025-11-05 4:49:58,5.37.1,sikap drivernya ramah penjemputan cepat dan tepat waktu
driver songong,1,0,,2025-11-05 4:46:58,,driver songong
bagus banget,5,1,5.37.1,2025-11-05 4:43:08,5.37.1,bagus banget
Sya gak bisa daftar akun,5,1,4.82.1,2025-11-05 4:05:38,4.82.1,sya gak bisa daftar akun
sangat membantu semua aktivitas,5,1,5.37.1,2025-11-05 3:55:57,5.37.1,sangat membantu semua aktivitas
"Sebelum pelaku penipu diblokir permanen dan tidak bebas berkeliaran di gopay maka saya beri bintang 1, namun hingga belum ada perubahan terhadap pelaku yang dinyatakan sebagai penipu dan bukti ada tapi gojek tidak respon dengan serius maka kami tidak akan merubah hingga hal tersebut diambil tindakan tegas, bukti jelas dan kronologi serta nominal yang ditipu pun nyata. Terima kasih",1,0,,2025-11-05 3:39:00,,sebelum pelaku penipu diblokir permanen dan tidak bebas berkeliaran di gopay maka saya beri bintang 1 namun hingga belum ada perubahan terhadap pelaku yang dinyatakan sebagai penipu dan bukti ada tapi gojek tidak respon dengan serius maka kami tidak akan merubah hingga hal tersebut diambil tindakan tegas bukti jelas dan kronologi serta nominal yang ditipu pun nyata terima kasih
saya lihat begitu banyak driver gojek yang terlihat murung dan saya bertanya pada salah satu dari driver yang terlihat sedih sambil terus memandangi HP nya. ternyata beliau dari subuh sampe tengah hari belum mendapatkan penumpang 1 pun karena katanya gojek sering sekali gangguan sehingga Mitra gojek terutama GO-RIDE sering tidak mendapatkan penumpang 1 pun. tidak seperti saingannya Grab yang terlihat mondar mandir membawa penumpang. Tolong manajemen Gojekindonesia perbaiki ini,5,1,,2025-11-05 3:36:06,,saya lihat begitu banyak driver gojek yang terlihat murung dan saya bertanya pada salah satu dari driver yang terlihat sedih sambil terus memandangi hp nya ternyata beliau dari subuh sampe tengah hari belum mendapatkan penumpang 1 pun karena katanya gojek sering sekali gangguan sehingga mitra gojek terutama goride sering tidak mendapatkan penumpang 1 pun tidak seperti saingannya grab yang terlihat mondar mandir membawa penumpang tolong manajemen gojek indonesia perbaiki ini
very helpful for daily activities,5,1,5.37.1,2025-11-05 3:27:16,5.37.1,very helpful for daily activities
keren,5,1,,2025-11-05 3:20:46,,keren
oke,5,1,5.37.1,2025-11-05 3:12:24,5.37.1,oke
Selalu asyik perjalanan saya pake Gojek,5,1,5.38.1,2025-11-05 3:11:14,5.38.1,selalu asyik perjalanan saya pake gojek
"ACKAB...AkuCintaKaryaAnakBangsa,Aplikasi tipu² customer bayar mahal tapi yg didapat driver minimal,masih kena potongan double order juga...Parah,Biadab,RENTE",1,0,5.10.2001,2025-11-05 3:06:47,5.10.2001,ackab akucintakaryaanakbangsa aplikasi tipu customer bayar mahal tapi yg didapat driver minimal masih kena potongan double order juga parah biadab rente
